salespersonid,concat,year_order,sales,territoryid,name
279,Tsvi Michael Reiter,2012.0,2146.962,5,Southeast
279,Tsvi Michael Reiter,2012.0,2146.962,5,Southeast
279,Tsvi Michael Reiter,2012.0,178.5808,5,Southeast
279,Tsvi Michael Reiter,2012.0,2146.962,5,Southeast
279,Tsvi Michael Reiter,2012.0,419.4589,5,Southeast
279,Tsvi Michael Reiter,2012.0,419.4589,5,Southeast
279,Tsvi Michael Reiter,2012.0,183.9382,5,Southeast
279,Tsvi Michael Reiter,2012.0,367.8764,5,Southeast
279,Tsvi Michael Reiter,2012.0,178.5808,5,Southeast
279,Tsvi Michael Reiter,2012.0,1749.588,5,Southeast
279,Tsvi Michael Reiter,2012.0,838.9178,5,Southeast
279,Tsvi Michael Reiter,2012.0,2146.962,5,Southeast
279,Tsvi Michael Reiter,2012.0,874.794,5,Southeast
279,Tsvi Michael Reiter,2012.0,1258.3767,5,Southeast
279,Tsvi Michael Reiter,2012.0,183.9382,5,Southeast
279,Tsvi Michael Reiter,2012.0,551.8146,5,Southeast
279,Tsvi Michael Reiter,2012.0,356.898,5,Southeast
280,Pamela O Ansman-Wolfe,2012.0,722.5949,1,Northwest
277,Jillian  Carson,2012.0,1749.588,4,Southwest
277,Jillian  Carson,2012.0,874.794,4,Southwest
277,Jillian  Carson,2012.0,367.8764,4,Southwest
277,Jillian  Carson,2012.0,874.794,4,Southwest
277,Jillian  Carson,2012.0,838.9178,4,Southwest
277,Jillian  Carson,2012.0,838.9178,4,Southwest
277,Jillian  Carson,2012.0,178.5808,4,Southwest
277,Jillian  Carson,2012.0,1258.3767,4,Southwest
277,Jillian  Carson,2012.0,1258.3767,4,Southwest
277,Jillian  Carson,2012.0,713.796,4,Southwest
277,Jillian  Carson,2012.0,2146.962,4,Southwest
277,Jillian  Carson,2012.0,1258.3767,4,Southwest
277,Jillian  Carson,2012.0,1258.3767,4,Southwest
277,Jillian  Carson,2012.0,6440.886,4,Southwest
277,Jillian  Carson,2012.0,419.4589,4,Southwest
277,Jillian  Carson,2012.0,874.794,4,Southwest
277,Jillian  Carson,2012.0,2146.962,4,Southwest
277,Jillian  Carson,2012.0,178.5808,4,Southwest
277,Jillian  Carson,2012.0,183.9382,4,Southwest
277,Jillian  Carson,2012.0,2146.962,4,Southwest
277,Jillian  Carson,2012.0,80.746,4,Southwest
277,Jillian  Carson,2012.0,40.373,4,Southwest
277,Jillian  Carson,2012.0,1445.1898,4,Southwest
277,Jillian  Carson,2012.0,144.202,4,Southwest
277,Jillian  Carson,2012.0,12239.964,4,Southwest
277,Jillian  Carson,2012.0,173.0424,4,Southwest
277,Jillian  Carson,2012.0,86.5212,4,Southwest
277,Jillian  Carson,2012.0,100.9325,4,Southwest
277,Jillian  Carson,2012.0,12149.964,4,Southwest
277,Jillian  Carson,2012.0,4079.988,4,Southwest
277,Jillian  Carson,2012.0,14279.958,4,Southwest
277,Jillian  Carson,2012.0,34.2,4,Southwest
277,Jillian  Carson,2012.0,8099.976,4,Southwest
277,Jillian  Carson,2012.0,10199.97,4,Southwest
277,Jillian  Carson,2012.0,10.373,4,Southwest
277,Jillian  Carson,2012.0,10124.97,4,Southwest
277,Jillian  Carson,2012.0,1429.4086,4,Southwest
275,Michael G Blythe,2012.0,874.794,2,Northeast
275,Michael G Blythe,2012.0,419.4589,2,Northeast
275,Michael G Blythe,2012.0,735.7528,2,Northeast
275,Michael G Blythe,2012.0,86.5212,2,Northeast
275,Michael G Blythe,2012.0,1749.588,2,Northeast
275,Michael G Blythe,2012.0,1258.3767,2,Northeast
275,Michael G Blythe,2012.0,1677.8356,2,Northeast
275,Michael G Blythe,2012.0,57.6808,2,Northeast
275,Michael G Blythe,2012.0,100.9325,2,Northeast
275,Michael G Blythe,2012.0,357.1616,2,Northeast
275,Michael G Blythe,2012.0,357.1616,2,Northeast
275,Michael G Blythe,2012.0,86.5212,2,Northeast
275,Michael G Blythe,2012.0,100.9325,2,Northeast
275,Michael G Blythe,2012.0,10.373,2,Northeast
275,Michael G Blythe,2012.0,1677.8356,2,Northeast
282,José Edvaldo Saraiva,2012.0,838.9178,6,Canada
275,Michael G Blythe,2012.0,1516.1518,2,Northeast
275,Michael G Blythe,2012.0,1516.1518,2,Northeast
275,Michael G Blythe,2012.0,40.373,2,Northeast
275,Michael G Blythe,2012.0,183.9382,2,Northeast
283,David R Campbell,2012.0,722.5949,1,Northwest
283,David R Campbell,2012.0,6074.982,1,Northwest
283,David R Campbell,2012.0,722.5949,1,Northwest
283,David R Campbell,2012.0,714.7043,1,Northwest
283,David R Campbell,2012.0,16319.952,1,Northwest
283,David R Campbell,2012.0,1619.52,1,Northwest
283,David R Campbell,2012.0,714.7043,1,Northwest
283,David R Campbell,2012.0,10199.97,1,Northwest
283,David R Campbell,2012.0,6074.982,1,Northwest
283,David R Campbell,2012.0,2039.994,1,Northwest
283,David R Campbell,2012.0,17.1,1,Northwest
283,David R Campbell,2012.0,6119.982,1,Northwest
279,Tsvi Michael Reiter,2012.0,10.373,5,Southeast
279,Tsvi Michael Reiter,2012.0,367.8764,5,Southeast
279,Tsvi Michael Reiter,2012.0,2274.2277,5,Southeast
279,Tsvi Michael Reiter,2012.0,2097.2945,5,Southeast
279,Tsvi Michael Reiter,2012.0,419.4589,5,Southeast
279,Tsvi Michael Reiter,2012.0,2146.962,5,Southeast
279,Tsvi Michael Reiter,2012.0,1677.8356,5,Southeast
279,Tsvi Michael Reiter,2012.0,419.4589,5,Southeast
279,Tsvi Michael Reiter,2012.0,1749.588,5,Southeast
279,Tsvi Michael Reiter,2012.0,735.7528,5,Southeast
279,Tsvi Michael Reiter,2012.0,2097.2945,5,Southeast
279,Tsvi Michael Reiter,2012.0,367.8764,5,Southeast
279,Tsvi Michael Reiter,2012.0,40.373,5,Southeast
280,Pamela O Ansman-Wolfe,2012.0,1677.8356,1,Northwest
280,Pamela O Ansman-Wolfe,2012.0,10.373,1,Northwest
280,Pamela O Ansman-Wolfe,2012.0,874.794,1,Northwest
280,Pamela O Ansman-Wolfe,2012.0,2624.382,1,Northwest
280,Pamela O Ansman-Wolfe,2012.0,874.794,1,Northwest
280,Pamela O Ansman-Wolfe,2012.0,4293.924,1,Northwest
280,Pamela O Ansman-Wolfe,2012.0,1258.3767,1,Northwest
280,Pamela O Ansman-Wolfe,2012.0,357.1616,1,Northwest
280,Pamela O Ansman-Wolfe,2012.0,367.8764,1,Northwest
280,Pamela O Ansman-Wolfe,2012.0,1677.8356,1,Northwest
280,Pamela O Ansman-Wolfe,2012.0,4293.924,1,Northwest
280,Pamela O Ansman-Wolfe,2012.0,419.4589,1,Northwest
280,Pamela O Ansman-Wolfe,2012.0,4293.924,1,Northwest
280,Pamela O Ansman-Wolfe,2012.0,28.8404,1,Northwest
280,Pamela O Ansman-Wolfe,2012.0,183.9382,1,Northwest
280,Pamela O Ansman-Wolfe,2012.0,8587.848,1,Northwest
280,Pamela O Ansman-Wolfe,2012.0,1677.8356,1,Northwest
280,Pamela O Ansman-Wolfe,2012.0,2097.2945,1,Northwest
280,Pamela O Ansman-Wolfe,2012.0,40.373,1,Northwest
280,Pamela O Ansman-Wolfe,2012.0,2097.2945,1,Northwest
280,Pamela O Ansman-Wolfe,2012.0,1749.588,1,Northwest
280,Pamela O Ansman-Wolfe,2012.0,838.9178,1,Northwest
280,Pamela O Ansman-Wolfe,2012.0,2146.962,1,Northwest
280,Pamela O Ansman-Wolfe,2012.0,1677.8356,1,Northwest
280,Pamela O Ansman-Wolfe,2012.0,40.373,1,Northwest
280,Pamela O Ansman-Wolfe,2012.0,2624.382,1,Northwest
280,Pamela O Ansman-Wolfe,2012.0,838.9178,1,Northwest
276,Linda C Mitchell,2012.0,178.5808,4,Southwest
276,Linda C Mitchell,2012.0,115.3616,4,Southwest
276,Linda C Mitchell,2012.0,919.691,4,Southwest
276,Linda C Mitchell,2012.0,419.4589,4,Southwest
276,Linda C Mitchell,2012.0,419.4589,4,Southwest
276,Linda C Mitchell,2012.0,115.3616,4,Southwest
276,Linda C Mitchell,2012.0,2624.382,4,Southwest
276,Linda C Mitchell,2012.0,874.794,4,Southwest
276,Linda C Mitchell,2012.0,1258.3767,4,Southwest
276,Linda C Mitchell,2012.0,874.794,4,Southwest
276,Linda C Mitchell,2012.0,1258.3767,4,Southwest
276,Linda C Mitchell,2012.0,874.794,4,Southwest
276,Linda C Mitchell,2012.0,6440.886,4,Southwest
276,Linda C Mitchell,2012.0,4293.924,4,Southwest
276,Linda C Mitchell,2012.0,367.8764,4,Southwest
276,Linda C Mitchell,2012.0,1258.3767,4,Southwest
276,Linda C Mitchell,2012.0,838.9178,4,Southwest
276,Linda C Mitchell,2012.0,356.898,4,Southwest
276,Linda C Mitchell,2012.0,178.5808,4,Southwest
276,Linda C Mitchell,2012.0,419.4589,4,Southwest
276,Linda C Mitchell,2012.0,419.4589,4,Southwest
276,Linda C Mitchell,2012.0,419.4589,4,Southwest
276,Linda C Mitchell,2012.0,183.9382,4,Southwest
276,Linda C Mitchell,2012.0,838.9178,4,Southwest
276,Linda C Mitchell,2012.0,2146.962,4,Southwest
281,Shu K Ito,2012.0,2039.994,1,Northwest
281,Shu K Ito,2012.0,4049.988,1,Northwest
281,Shu K Ito,2012.0,86.5212,1,Northwest
281,Shu K Ito,2012.0,20.746,1,Northwest
281,Shu K Ito,2012.0,2039.994,1,Northwest
281,Shu K Ito,2012.0,17.1,1,Northwest
281,Shu K Ito,2012.0,2024.994,1,Northwest
277,Jillian  Carson,2012.0,40.373,4,Southwest
277,Jillian  Carson,2012.0,40.373,4,Southwest
277,Jillian  Carson,2012.0,2024.994,4,Southwest
277,Jillian  Carson,2012.0,12239.964,4,Southwest
277,Jillian  Carson,2012.0,15.5595,4,Southwest
277,Jillian  Carson,2012.0,8159.976,4,Southwest
277,Jillian  Carson,2012.0,12239.964,4,Southwest
277,Jillian  Carson,2012.0,28.8404,4,Southwest
277,Jillian  Carson,2012.0,34.2,4,Southwest
277,Jillian  Carson,2012.0,8159.976,4,Southwest
277,Jillian  Carson,2012.0,10124.97,4,Southwest
277,Jillian  Carson,2012.0,714.7043,4,Southwest
277,Jillian  Carson,2012.0,115.3616,4,Southwest
277,Jillian  Carson,2012.0,10124.97,4,Southwest
277,Jillian  Carson,2012.0,1637.4,4,Southwest
277,Jillian  Carson,2012.0,28.8404,4,Southwest
279,Tsvi Michael Reiter,2012.0,419.4589,5,Southeast
283,David R Campbell,2012.0,1258.3767,1,Northwest
283,David R Campbell,2012.0,6440.886,1,Northwest
283,David R Campbell,2012.0,1749.588,1,Northwest
283,David R Campbell,2012.0,838.9178,1,Northwest
283,David R Campbell,2012.0,838.9178,1,Northwest
283,David R Campbell,2012.0,183.9382,1,Northwest
283,David R Campbell,2012.0,115.3616,1,Northwest
283,David R Campbell,2012.0,1258.3767,1,Northwest
283,David R Campbell,2012.0,115.3616,1,Northwest
283,David R Campbell,2012.0,367.8764,1,Northwest
283,David R Campbell,2012.0,183.9382,1,Northwest
283,David R Campbell,2012.0,838.9178,1,Northwest
283,David R Campbell,2012.0,1258.3767,1,Northwest
283,David R Campbell,2012.0,874.794,1,Northwest
283,David R Campbell,2012.0,3499.176,1,Northwest
283,David R Campbell,2012.0,178.5808,1,Northwest
283,David R Campbell,2012.0,419.4589,1,Northwest
283,David R Campbell,2012.0,419.4589,1,Northwest
283,David R Campbell,2012.0,86.5212,1,Northwest
283,David R Campbell,2012.0,1258.3767,1,Northwest
283,David R Campbell,2012.0,10734.81,1,Northwest
283,David R Campbell,2012.0,20.746,1,Northwest
283,David R Campbell,2012.0,80.746,1,Northwest
283,David R Campbell,2012.0,551.8146,1,Northwest
283,David R Campbell,2012.0,2146.962,1,Northwest
283,David R Campbell,2012.0,4293.924,1,Northwest
283,David R Campbell,2012.0,100.9325,1,Northwest
283,David R Campbell,2012.0,4373.97,1,Northwest
283,David R Campbell,2012.0,713.796,1,Northwest
283,David R Campbell,2012.0,1258.3767,1,Northwest
283,David R Campbell,2012.0,1677.8356,1,Northwest
283,David R Campbell,2012.0,80.746,1,Northwest
283,David R Campbell,2012.0,2624.382,1,Northwest
283,David R Campbell,2012.0,1258.3767,1,Northwest
283,David R Campbell,2012.0,4293.924,1,Northwest
275,Michael G Blythe,2012.0,722.5949,3,Central
275,Michael G Blythe,2012.0,2167.7847,3,Central
275,Michael G Blythe,2012.0,17.1,3,Central
276,Linda C Mitchell,2012.0,1619.52,3,Central
276,Linda C Mitchell,2012.0,809.76,3,Central
276,Linda C Mitchell,2012.0,4049.988,3,Central
276,Linda C Mitchell,2012.0,4079.988,3,Central
276,Linda C Mitchell,2012.0,714.7043,3,Central
276,Linda C Mitchell,2012.0,10.373,3,Central
276,Linda C Mitchell,2012.0,80.746,3,Central
276,Linda C Mitchell,2012.0,173.0424,3,Central
276,Linda C Mitchell,2012.0,60.5595,3,Central
276,Linda C Mitchell,2012.0,1429.4086,3,Central
276,Linda C Mitchell,2012.0,12239.964,3,Central
276,Linda C Mitchell,2012.0,28.8404,3,Central
276,Linda C Mitchell,2012.0,86.5212,3,Central
276,Linda C Mitchell,2012.0,80.746,3,Central
276,Linda C Mitchell,2012.0,4049.988,3,Central
276,Linda C Mitchell,2012.0,11.4,3,Central
276,Linda C Mitchell,2012.0,16199.952,3,Central
283,David R Campbell,2012.0,178.5808,1,Northwest
283,David R Campbell,2012.0,552.498375,1,Northwest
283,David R Campbell,2012.0,552.498375,1,Northwest
283,David R Campbell,2012.0,17.1,1,Northwest
283,David R Campbell,2012.0,552.498375,1,Northwest
283,David R Campbell,2012.0,11.4,1,Northwest
283,David R Campbell,2012.0,552.498375,1,Northwest
275,Michael G Blythe,2012.0,874.794,2,Northeast
275,Michael G Blythe,2012.0,838.9178,2,Northeast
275,Michael G Blythe,2012.0,838.9178,2,Northeast
275,Michael G Blythe,2012.0,28.8404,2,Northeast
275,Michael G Blythe,2012.0,874.794,2,Northeast
275,Michael G Blythe,2012.0,838.9178,2,Northeast
275,Michael G Blythe,2012.0,15.5595,2,Northeast
277,Jillian  Carson,2012.0,713.796,3,Central
277,Jillian  Carson,2012.0,141.3055,3,Central
277,Jillian  Carson,2012.0,356.898,3,Central
277,Jillian  Carson,2012.0,6440.886,3,Central
277,Jillian  Carson,2012.0,3499.176,3,Central
277,Jillian  Carson,2012.0,86.5212,3,Central
277,Jillian  Carson,2012.0,838.9178,3,Central
277,Jillian  Carson,2012.0,367.8764,3,Central
277,Jillian  Carson,2012.0,2097.2945,3,Central
277,Jillian  Carson,2012.0,1749.588,3,Central
277,Jillian  Carson,2012.0,121.119,3,Central
277,Jillian  Carson,2012.0,2097.2945,3,Central
277,Jillian  Carson,2012.0,919.691,3,Central
277,Jillian  Carson,2012.0,6440.886,3,Central
277,Jillian  Carson,2012.0,28.8404,3,Central
277,Jillian  Carson,2012.0,141.3055,3,Central
277,Jillian  Carson,2012.0,20.746,3,Central
277,Jillian  Carson,2012.0,357.1616,3,Central
277,Jillian  Carson,2012.0,838.9178,3,Central
277,Jillian  Carson,2012.0,3355.6712,3,Central
277,Jillian  Carson,2012.0,551.8146,3,Central
277,Jillian  Carson,2012.0,230.7232,3,Central
277,Jillian  Carson,2012.0,6123.558,3,Central
277,Jillian  Carson,2012.0,3355.6712,3,Central
277,Jillian  Carson,2012.0,7873.146,3,Central
282,José Edvaldo Saraiva,2012.0,2624.382,6,Canada
282,José Edvaldo Saraiva,2012.0,4293.924,6,Canada
282,José Edvaldo Saraiva,2012.0,28.8404,6,Canada
282,José Edvaldo Saraiva,2012.0,57.6808,6,Canada
282,José Edvaldo Saraiva,2012.0,419.4589,6,Canada
282,José Edvaldo Saraiva,2012.0,40.373,6,Canada
282,José Edvaldo Saraiva,2012.0,86.5212,6,Canada
282,José Edvaldo Saraiva,2012.0,419.4589,6,Canada
282,José Edvaldo Saraiva,2012.0,178.5808,6,Canada
282,José Edvaldo Saraiva,2012.0,838.9178,6,Canada
282,José Edvaldo Saraiva,2012.0,5.1865,6,Canada
282,José Edvaldo Saraiva,2012.0,1258.3767,6,Canada
282,José Edvaldo Saraiva,2012.0,183.9382,6,Canada
282,José Edvaldo Saraiva,2012.0,40.373,6,Canada
282,José Edvaldo Saraiva,2012.0,2146.962,6,Canada
282,José Edvaldo Saraiva,2012.0,419.4589,6,Canada
282,José Edvaldo Saraiva,2012.0,874.794,6,Canada
282,José Edvaldo Saraiva,2012.0,419.4589,6,Canada
282,José Edvaldo Saraiva,2012.0,1749.588,6,Canada
282,José Edvaldo Saraiva,2012.0,183.9382,6,Canada
282,José Edvaldo Saraiva,2012.0,419.4589,6,Canada
282,José Edvaldo Saraiva,2012.0,874.794,6,Canada
282,José Edvaldo Saraiva,2012.0,1749.588,6,Canada
282,José Edvaldo Saraiva,2012.0,60.5595,6,Canada
282,José Edvaldo Saraiva,2012.0,838.9178,6,Canada
282,José Edvaldo Saraiva,2012.0,8587.848,6,Canada
282,José Edvaldo Saraiva,2012.0,419.4589,6,Canada
283,David R Campbell,2012.0,1096.87175,1,Northwest
283,David R Campbell,2012.0,722.5949,1,Northwest
283,David R Campbell,2012.0,722.5949,1,Northwest
283,David R Campbell,2012.0,1619.52,1,Northwest
283,David R Campbell,2012.0,10.373,1,Northwest
283,David R Campbell,2012.0,1657.495125,1,Northwest
283,David R Campbell,2012.0,1096.87175,1,Northwest
283,David R Campbell,2012.0,1637.4,1,Northwest
283,David R Campbell,2012.0,714.7043,1,Northwest
283,David R Campbell,2012.0,2742.179375,1,Northwest
283,David R Campbell,2012.0,1104.99675,1,Northwest
282,José Edvaldo Saraiva,2012.0,722.5949,6,Canada
279,Tsvi Michael Reiter,2012.0,722.5949,5,Southeast
282,José Edvaldo Saraiva,2012.0,1104.99675,6,Canada
282,José Edvaldo Saraiva,2012.0,100.9325,6,Canada
282,José Edvaldo Saraiva,2012.0,20.1865,6,Canada
282,José Edvaldo Saraiva,2012.0,31.119,6,Canada
282,José Edvaldo Saraiva,2012.0,1104.99675,6,Canada
282,José Edvaldo Saraiva,2012.0,2762.491875,6,Canada
282,José Edvaldo Saraiva,2012.0,1096.87175,6,Canada
282,José Edvaldo Saraiva,2012.0,722.5949,6,Canada
282,José Edvaldo Saraiva,2012.0,57.6808,6,Canada
282,José Edvaldo Saraiva,2012.0,1429.4086,6,Canada
282,José Edvaldo Saraiva,2012.0,34.2,6,Canada
282,José Edvaldo Saraiva,2012.0,714.7043,6,Canada
282,José Edvaldo Saraiva,2012.0,1445.1898,6,Canada
282,José Edvaldo Saraiva,2012.0,20.1865,6,Canada
282,José Edvaldo Saraiva,2012.0,28.8404,6,Canada
282,José Edvaldo Saraiva,2012.0,809.76,6,Canada
282,José Edvaldo Saraiva,2012.0,1645.307625,6,Canada
278,Garrett R Vargas,2012.0,419.4589,6,Canada
278,Garrett R Vargas,2012.0,838.9178,6,Canada
278,Garrett R Vargas,2012.0,1749.588,6,Canada
278,Garrett R Vargas,2012.0,57.6808,6,Canada
278,Garrett R Vargas,2012.0,419.4589,6,Canada
278,Garrett R Vargas,2012.0,419.4589,6,Canada
278,Garrett R Vargas,2012.0,1749.588,6,Canada
278,Garrett R Vargas,2012.0,10.373,6,Canada
282,José Edvaldo Saraiva,2012.0,548.435875,6,Canada
282,José Edvaldo Saraiva,2012.0,548.435875,6,Canada
282,José Edvaldo Saraiva,2012.0,57.6808,6,Canada
282,José Edvaldo Saraiva,2012.0,552.498375,6,Canada
282,José Edvaldo Saraiva,2012.0,17.1,6,Canada
282,José Edvaldo Saraiva,2012.0,1657.495125,6,Canada
282,José Edvaldo Saraiva,2012.0,1104.99675,6,Canada
282,José Edvaldo Saraiva,2012.0,548.435875,6,Canada
282,José Edvaldo Saraiva,2012.0,5.7,6,Canada
282,José Edvaldo Saraiva,2012.0,552.498375,6,Canada
282,José Edvaldo Saraiva,2012.0,874.794,6,Canada
282,José Edvaldo Saraiva,2012.0,1258.3767,6,Canada
282,José Edvaldo Saraiva,2012.0,551.8146,6,Canada
282,José Edvaldo Saraiva,2012.0,6440.886,6,Canada
282,José Edvaldo Saraiva,2012.0,173.0424,6,Canada
282,José Edvaldo Saraiva,2012.0,144.202,6,Canada
282,José Edvaldo Saraiva,2012.0,838.9178,6,Canada
282,José Edvaldo Saraiva,2012.0,80.746,6,Canada
282,José Edvaldo Saraiva,2012.0,4293.924,6,Canada
282,José Edvaldo Saraiva,2012.0,100.9325,6,Canada
282,José Edvaldo Saraiva,2012.0,4293.924,6,Canada
282,José Edvaldo Saraiva,2012.0,1677.8356,6,Canada
282,José Edvaldo Saraiva,2012.0,60.5595,6,Canada
282,José Edvaldo Saraiva,2012.0,367.8764,6,Canada
282,José Edvaldo Saraiva,2012.0,86.5212,6,Canada
282,José Edvaldo Saraiva,2012.0,419.4589,6,Canada
282,José Edvaldo Saraiva,2012.0,1749.588,6,Canada
282,José Edvaldo Saraiva,2012.0,31.119,6,Canada
282,José Edvaldo Saraiva,2012.0,838.9178,6,Canada
282,José Edvaldo Saraiva,2012.0,3499.176,6,Canada
282,José Edvaldo Saraiva,2012.0,367.8764,6,Canada
282,José Edvaldo Saraiva,2012.0,1258.3767,6,Canada
282,José Edvaldo Saraiva,2012.0,1677.8356,6,Canada
282,José Edvaldo Saraiva,2012.0,535.7424,6,Canada
282,José Edvaldo Saraiva,2012.0,4293.924,6,Canada
282,José Edvaldo Saraiva,2012.0,1677.8356,6,Canada
282,José Edvaldo Saraiva,2012.0,419.4589,6,Canada
282,José Edvaldo Saraiva,2012.0,838.9178,6,Canada
282,José Edvaldo Saraiva,2012.0,419.4589,6,Canada
282,José Edvaldo Saraiva,2012.0,356.898,6,Canada
282,José Edvaldo Saraiva,2012.0,3499.176,6,Canada
282,José Edvaldo Saraiva,2012.0,3499.176,6,Canada
282,José Edvaldo Saraiva,2012.0,838.9178,6,Canada
282,José Edvaldo Saraiva,2012.0,2146.962,6,Canada
282,José Edvaldo Saraiva,2012.0,357.1616,6,Canada
282,José Edvaldo Saraiva,2012.0,183.9382,6,Canada
274,Stephen Y Jiang,2012.0,1619.52,6,Canada
274,Stephen Y Jiang,2012.0,1445.1898,6,Canada
274,Stephen Y Jiang,2012.0,714.7043,6,Canada
274,Stephen Y Jiang,2012.0,4387.487,6,Canada
274,Stephen Y Jiang,2012.0,3867.488625,6,Canada
274,Stephen Y Jiang,2012.0,4972.485375,6,Canada
274,Stephen Y Jiang,2012.0,57.6808,6,Canada
274,Stephen Y Jiang,2012.0,809.76,6,Canada
274,Stephen Y Jiang,2012.0,4419.987,6,Canada
274,Stephen Y Jiang,2012.0,4387.487,6,Canada
274,Stephen Y Jiang,2012.0,20.1865,6,Canada
274,Stephen Y Jiang,2012.0,3290.61525,6,Canada
274,Stephen Y Jiang,2012.0,80.746,6,Canada
274,Stephen Y Jiang,2012.0,115.3616,6,Canada
274,Stephen Y Jiang,2012.0,2858.8172,6,Canada
274,Stephen Y Jiang,2012.0,1445.1898,6,Canada
274,Stephen Y Jiang,2012.0,3867.488625,6,Canada
274,Stephen Y Jiang,2012.0,141.3055,6,Canada
274,Stephen Y Jiang,2012.0,20.746,6,Canada
274,Stephen Y Jiang,2012.0,39.9,6,Canada
274,Stephen Y Jiang,2012.0,230.7232,6,Canada
274,Stephen Y Jiang,2012.0,818.7,6,Canada
274,Stephen Y Jiang,2012.0,1096.87175,6,Canada
277,Jillian  Carson,2012.0,356.898,4,Southwest
276,Linda C Mitchell,2012.0,419.4589,4,Southwest
281,Shu K Ito,2012.0,535.7424,4,Southwest
281,Shu K Ito,2012.0,419.4589,4,Southwest
277,Jillian  Carson,2012.0,874.794,4,Southwest
277,Jillian  Carson,2012.0,551.8146,4,Southwest
277,Jillian  Carson,2012.0,419.4589,4,Southwest
277,Jillian  Carson,2012.0,551.8146,4,Southwest
277,Jillian  Carson,2012.0,31.119,4,Southwest
277,Jillian  Carson,2012.0,357.1616,4,Southwest
277,Jillian  Carson,2012.0,2146.962,4,Southwest
277,Jillian  Carson,2012.0,838.9178,4,Southwest
277,Jillian  Carson,2012.0,5248.764,4,Southwest
277,Jillian  Carson,2012.0,1677.8356,4,Southwest
277,Jillian  Carson,2012.0,40.373,4,Southwest
277,Jillian  Carson,2012.0,1677.8356,4,Southwest
277,Jillian  Carson,2012.0,115.3616,4,Southwest
277,Jillian  Carson,2012.0,1749.588,4,Southwest
277,Jillian  Carson,2012.0,2624.382,4,Southwest
277,Jillian  Carson,2012.0,80.746,4,Southwest
277,Jillian  Carson,2012.0,57.6808,4,Southwest
276,Linda C Mitchell,2012.0,838.9178,4,Southwest
276,Linda C Mitchell,2012.0,838.9178,4,Southwest
276,Linda C Mitchell,2012.0,838.9178,4,Southwest
276,Linda C Mitchell,2012.0,20.746,4,Southwest
276,Linda C Mitchell,2012.0,57.6808,4,Southwest
276,Linda C Mitchell,2012.0,419.4589,4,Southwest
277,Jillian  Carson,2012.0,419.4589,4,Southwest
277,Jillian  Carson,2012.0,5.1865,4,Southwest
277,Jillian  Carson,2012.0,838.9178,4,Southwest
277,Jillian  Carson,2012.0,2624.382,4,Southwest
277,Jillian  Carson,2012.0,838.9178,4,Southwest
277,Jillian  Carson,2012.0,57.6808,4,Southwest
277,Jillian  Carson,2012.0,115.3616,4,Southwest
277,Jillian  Carson,2012.0,178.5808,4,Southwest
277,Jillian  Carson,2012.0,1749.588,4,Southwest
277,Jillian  Carson,2012.0,3355.6712,4,Southwest
277,Jillian  Carson,2012.0,838.9178,4,Southwest
277,Jillian  Carson,2012.0,419.4589,4,Southwest
277,Jillian  Carson,2012.0,4293.924,4,Southwest
277,Jillian  Carson,2012.0,1070.694,4,Southwest
277,Jillian  Carson,2012.0,1677.8356,4,Southwest
277,Jillian  Carson,2012.0,4373.97,4,Southwest
277,Jillian  Carson,2012.0,874.794,4,Southwest
277,Jillian  Carson,2012.0,121.119,4,Southwest
277,Jillian  Carson,2012.0,1749.588,4,Southwest
277,Jillian  Carson,2012.0,551.8146,4,Southwest
277,Jillian  Carson,2012.0,838.9178,4,Southwest
277,Jillian  Carson,2012.0,2146.962,4,Southwest
277,Jillian  Carson,2012.0,28.8404,4,Southwest
277,Jillian  Carson,2012.0,10.373,4,Southwest
277,Jillian  Carson,2012.0,357.1616,4,Southwest
277,Jillian  Carson,2012.0,20.1865,4,Southwest
281,Shu K Ito,2012.0,1104.99675,4,Southwest
281,Shu K Ito,2012.0,1637.4,4,Southwest
281,Shu K Ito,2012.0,2762.491875,4,Southwest
281,Shu K Ito,2012.0,2193.7435,4,Southwest
281,Shu K Ito,2012.0,714.7043,4,Southwest
281,Shu K Ito,2012.0,714.7043,4,Southwest
281,Shu K Ito,2012.0,1645.307625,4,Southwest
281,Shu K Ito,2012.0,1645.307625,4,Southwest
281,Shu K Ito,2012.0,1657.495125,4,Southwest
277,Jillian  Carson,2012.0,419.4589,4,Southwest
277,Jillian  Carson,2012.0,2624.382,4,Southwest
277,Jillian  Carson,2012.0,86.5212,4,Southwest
277,Jillian  Carson,2012.0,183.9382,4,Southwest
277,Jillian  Carson,2012.0,874.794,4,Southwest
277,Jillian  Carson,2012.0,838.9178,4,Southwest
277,Jillian  Carson,2012.0,551.8146,4,Southwest
277,Jillian  Carson,2012.0,1677.8356,4,Southwest
277,Jillian  Carson,2012.0,15.5595,4,Southwest
277,Jillian  Carson,2012.0,419.4589,4,Southwest
277,Jillian  Carson,2012.0,838.9178,4,Southwest
277,Jillian  Carson,2012.0,874.794,4,Southwest
277,Jillian  Carson,2012.0,6440.886,4,Southwest
277,Jillian  Carson,2012.0,20.1865,4,Southwest
277,Jillian  Carson,2012.0,6440.886,4,Southwest
277,Jillian  Carson,2012.0,356.898,4,Southwest
277,Jillian  Carson,2012.0,838.9178,4,Southwest
